nom projet,work_Id,SPV,permalink,Type (AU),Responsable,date_PMBAIL,date_BAIL,date_Accord,date_fin_Chantier,date_debut_Chantier,date accord (PCM1),date accord (PCM2),date accord (PCM3),date accord (Transf DP),date accord (Transf PC),Validite,Reception DAACT,Type Tarif,Date T0,Date depot AO,Date Demande Racco,Date Reception PTF,Date reception CR(D),Date paiement acompte PTF,Date paiement acompte CR(D),Date reception (CARDI),Date MES,Date signature CA,Date GO CONSTRUCTION,Date Consuel,NB_PMBAIL,conf_PMBAIL,perM_PMBAIL,url_PMBAIL,Nom_PMBAIL,createdDate_PMBAIL,NB_EHF,conf_EHF,perM_EHF,url_EHF,Nom_EHF,createdDate_EHF,NB_SBN,conf_SBN,perM_SBN,url_SBN,Nom_SBN,createdDate_SBN,NB_PRODPC,conf_PRODPC,perM_PRODPC,url_PRODPC,Nom_PRODPC,createdDate_PRODPC,NB_ARRETEPC,conf_ARRETEPC,perM_ARRETEPC,url_ARRETEPC,Nom_ARRETEPC,createdDate_ARRETEPC,NB_PRODDP,conf_PRODDP,perM_PRODDP,url_PRODDP,Nom_PRODDP,createdDate_PRODDP,NB_ARRETEDP,conf_ARRETEDP,perM_ARRETEDP,url_ARRETEDP,Nom_ARRETEDP,createdDate_ARRETEDP,NB_CONSTATPC,conf_CONSTATPC,perM_CONSTATPC,url_CONSTATPC,Nom_CONSTATPC,createdDate_CONSTATPC,NB_CNRPC,conf_CNRPC,perM_CNRPC,url_CNRPC,Nom_CNRPC,createdDate_CNRPC,NB_CONSTATDP,conf_CONSTATDP,perM_CONSTATDP,url_CONSTATDP,Nom_CONSTATDP,createdDate_CONSTATDP,NB_CNRDP,conf_CNRDP,perM_CNRDP,url_CNRDP,Nom_CNRDP,createdDate_CNRDP,NB_PROROG1PC,conf_PROROG1PC,perM_PROROG1PC,url_PROROG1PC,Nom_PROROG1PC,createdDate_PROROG1PC,NB_PROROGCONSTAT1PC,conf_PROROGCONSTAT1PC,perM_PROROGCONSTAT1PC,url_PROROGCONSTAT1PC,Nom_PROROGCONSTAT1PC,createdDate_PROROGCONSTAT1PC,NB_PROROGCNR1PC,conf_PROROGCNR1PC,perM_PROROGCNR1PC,url_PROROGCNR1PC,Nom_PROROGCNR1PC,createdDate_PROROGCNR1PC,NB_PROROG2PC,conf_PROROG2PC,perM_PROROG2PC,url_PROROG2PC,Nom_PROROG2PC,createdDate_PROROG2PC,NB_PROROGCONSTAT2PC,conf_PROROGCONSTAT2PC,perM_PROROGCONSTAT2PC,url_PROROGCONSTAT2PC,Nom_PROROGCONSTAT2PC,createdDate_PROROGCONSTAT2PC,NB_PROROGCNR2PC,conf_PROROGCNR2PC,perM_PROROGCNR2PC,url_PROROGCNR2PC,Nom_PROROGCNR2PC,createdDate_PROROGCNR2PC,NB_PROROG1DP,conf_PROROG1DP,perM_PROROG1DP,url_PROROG1DP,Nom_PROROG1DP,createdDate_PROROG1DP,NB_PROROGCONSTAT1DP,conf_PROROGCONSTAT1DP,perM_PROROGCONSTAT1DP,url_PROROGCONSTAT1DP,Nom_PROROGCONSTAT1DP,createdDate_PROROGCONSTAT1DP,NB_PROROGCNR1DP,conf_PROROGCNR1DP,perM_PROROGCNR1DP,url_PROROGCNR1DP,Nom_PROROGCNR1DP,createdDate_PROROGCNR1DP,NB_PROROG2DP,conf_PROROG2DP,perM_PROROG2DP,url_PROROG2DP,Nom_PROROG2DP,createdDate_PROROG2DP,NB_PROROGCONSTAT2DP,conf_PROROGCONSTAT2DP,perM_PROROGCONSTAT2DP,url_PROROGCONSTAT2DP,Nom_PROROGCONSTAT2DP,createdDate_PROROGCONSTAT2DP,NB_PROROGCNR2DP,conf_PROROGCNR2DP,perM_PROROGCNR2DP,url_PROROGCNR2DP,Nom_PROROGCNR2DP,createdDate_PROROGCNR2DP,NB_DOC,conf_DOC,perM_DOC,url_DOC,Nom_DOC,createdDate_DOC,NB_DAACT,conf_DAACT,perM_DAACT,url_DAACT,Nom_DAACT,createdDate_DAACT,NB_PCM,conf_PCM,perM_PCM,url_PCM,Nom_PCM,createdDate_PCM,NB_PCMARRETE,conf_PCMARRETE,perM_PCMARRETE,url_PCMARRETE,Nom_PCMARRETE,createdDate_PCMARRETE,NB_PCMCONSTAT,conf_PCMCONSTAT,perM_PCMCONSTAT,url_PCMCONSTAT,Nom_PCMCONSTAT,createdDate_PCMCONSTAT,NB_PCMCNR,conf_PCMCNR,perM_PCMCNR,url_PCMCNR,Nom_PCMCNR,createdDate_PCMCNR,NB_PCM2,conf_PCM2,perM_PCM2,url_PCM2,Nom_PCM2,createdDate_PCM2,NB_PCMARRETE2,conf_PCMARRETE2,perM_PCMARRETE2,url_PCMARRETE2,Nom_PCMARRETE2,createdDate_PCMARRETE2,NB_PCMCONSTAT2,conf_PCMCONSTAT2,perM_PCMCONSTAT2,url_PCMCONSTAT2,Nom_PCMCONSTAT2,createdDate_PCMCONSTAT2,NB_PCMCNR2,conf_PCMCNR2,perM_PCMCNR2,url_PCMCNR2,Nom_PCMCNR2,createdDate_PCMCNR2,NB_PCM3,conf_PCM3,perM_PCM3,url_PCM3,Nom_PCM3,createdDate_PCM3,NB_PCMARRETE3,conf_PCMARRETE3,perM_PCMARRETE3,url_PCMARRETE3,Nom_PCMARRETE3,createdDate_PCMARRETE3,NB_PCMCONSTAT3,conf_PCMCONSTAT3,perM_PCMCONSTAT3,url_PCMCONSTAT3,Nom_PCMCONSTAT3,createdDate_PCMCONSTAT3,NB_PCMCNR3,conf_PCMCNR3,perM_PCMCNR3,url_PCMCNR3,Nom_PCMCNR3,createdDate_PCMCNR3,NB_TRANSFERT,conf_TRANSFERT,perM_TRANSFERT,url_TRANSFERT,Nom_TRANSFERT,createdDate_TRANSFERT,NB_TRANSFERTCONSTAT,conf_TRANSFERTCONSTAT,perM_TRANSFERTCONSTAT,url_TRANSFERTCONSTAT,Nom_TRANSFERTCONSTAT,createdDate_TRANSFERTCONSTAT,NB_TRANSFERTCNR,conf_TRANSFERTCNR,perM_TRANSFERTCNR,url_TRANSFERTCNR,Nom_TRANSFERTCNR,createdDate_TRANSFERTCNR,NB_LAUREAT,conf_LAUREAT,perM_LAUREAT,url_LAUREAT,Nom_LAUREAT,createdDate_LAUREAT,NB_DOSSIERAO,conf_DOSSIERAO,perM_DOSSIERAO,url_DOSSIERAO,Nom_DOSSIERAO,createdDate_DOSSIERAO,NB_DDROA,conf_DDROA,perM_DDROA,url_DDROA,Nom_DDROA,createdDate_DDROA,NB_DDRCRE,conf_DDRCRE,perM_DDRCRE,url_DDRCRE,Nom_DDRCRE,createdDate_DDRCRE,NB_PTF,conf_PTF,perM_PTF,url_PTF,Nom_PTF,createdDate_PTF,NB_CRD,conf_CRD,perM_CRD,url_CRD,Nom_CRD,createdDate_CRD,NB_ACOMPTEPTF,conf_ACOMPTEPTF,perM_ACOMPTEPTF,url_ACOMPTEPTF,Nom_ACOMPTEPTF,createdDate_ACOMPTEPTF,NB_ACOMPTECRD,conf_ACOMPTECRD,perM_ACOMPTECRD,url_ACOMPTECRD,Nom_ACOMPTECRD,createdDate_ACOMPTECRD,NB_CARDI,conf_CARDI,perM_CARDI,url_CARDI,Nom_CARDI,createdDate_CARDI,NB_CEX,conf_CEX,perM_CEX,url_CEX,Nom_CEX,createdDate_CEX,NB_MES,conf_MES,perM_MES,url_MES,Nom_MES,createdDate_MES,NB_CONTRATHA,conf_CONTRATHA,perM_CONTRATHA,url_CONTRATHA,Nom_CONTRATHA,createdDate_CONTRATHA,NB_CONSUELV1,conf_CONSUELV1,perM_CONSUELV1,url_CONSUELV1,Nom_CONSUELV1,createdDate_CONSUELV1,NB_DOEV1,conf_DOEV1,perM_DOEV1,url_DOEV1,Nom_DOEV1,createdDate_DOEV1,NB_PVRV1,conf_PVRV1,perM_PVRV1,url_PVRV1,Nom_PVRV1,createdDate_PVRV1,NB_CONSUELV2,conf_CONSUELV2,perM_CONSUELV2,url_CONSUELV2,Nom_CONSUELV2,createdDate_CONSUELV2,NB_DOEV2,conf_DOEV2,perM_DOEV2,url_DOEV2,Nom_DOEV2,createdDate_DOEV2,NB_PVRV2,conf_PVRV2,perM_PVRV2,url_PVRV2,Nom_PVRV2,createdDate_PVRV2,Mis à jour
Dusserres,IEACTCKNI4PMATS3,ENOE PV07,https://www.wrike.com/open.htm?id=515919451,PC,Anonyme,2020-06-09,2022-01-19,2021-03-24,,2022-11-07,,,,,,2024-03-24,,Obligation d'achat S17,2021-03-26,,2021-03-24,,2021-05-26,,2021-06-28,2022-03-24,,,2022-01-07,2022-10-08,1,1,https://www.wrike.com/open.htm?id=526313240,,,,1,1,https://www.wrike.com/open.htm?id=526313133,,,,1,1,https://www.wrike.com/open.htm?id=526313250,,,,1,1,https://www.wrike.com/open.htm?id=526313112,,,,1,1,https://www.wrike.com/open.htm?id=526313110,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=526313210,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=526313115,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=526313325,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=526313236,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=526313233,,,,1,1,https://www.wrike.com/open.htm?id=526313219,,,,1,1,https://www.wrike.com/open.htm?id=526313217,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=826764374,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Derbez-2,IEACTCKNI4PVHCFP,ENOE PV03,https://www.wrike.com/open.htm?id=525568175,DP,GAUBERTI Anansa,2020-01-01,2022-04-29,2020-07-07,,2022-01-17,,,,,,2023-07-08,,AO CRE,2021-01-29,2020-09-03,2021-03-26,,2021-05-21,,2021-06-30,2022-05-12,,,,,1,1,https://www.wrike.com/open.htm?id=525568426,,,,1,1,https://www.wrike.com/open.htm?id=525568314,,,,1,1,https://www.wrike.com/open.htm?id=525568422,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525568229,,,,1,1,https://www.wrike.com/open.htm?id=525568241,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=525568275,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525568368,,,,1,1,https://www.wrike.com/open.htm?id=1020290245,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525568445,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525568402,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525568408,,,,1,1,https://www.wrike.com/open.htm?id=525568409,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=826732925,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Feniere-2,IEACTCKNI4PVIGTK,ENOE PV03,https://www.wrike.com/open.htm?id=525605482,DP,GAUBERTI Anansa,2020-01-01,2022-05-10,2020-07-17,,2022-01-03,,,,,,2023-07-18,,Obligation d'achat S17,2021-05-21,,2021-05-21,,2021-09-28,,2021-11-24,,,,,2022-12-27,1,1,https://www.wrike.com/open.htm?id=525605754,,,,1,1,https://www.wrike.com/open.htm?id=525605642,,,,1,1,https://www.wrike.com/open.htm?id=525605751,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525605565,,,,1,1,https://www.wrike.com/open.htm?id=525605577,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=525605608,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525605772,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525605740,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=525605744,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Lions-1,IEACTCKNI4PXY6BB,A DETERMINER BAT,https://www.wrike.com/open.htm?id=528250913,PC,GAUBERTI Anansa,2020-04-22,,,,,,,,,,,,Obligation d'achat S21,,,,,,,,,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=528251000,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Boutonnet-1,IEACTCKNI4PX5HC3,ENOE PV14,https://www.wrike.com/open.htm?id=528391259,PC,GAUBERTI Anansa,2020-07-10,,2021-11-16,,,,,,,,2024-11-16,,Obligation d'achat S21,2022-02-11,,2022-01-13,2022-09-30,2022-12-09,2022-11-07,,,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=634242621,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=634242761,,,,1,1,https://www.wrike.com/open.htm?id=634242756,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=634242936,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=634242945,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=634242839,,,,1,1,https://www.wrike.com/open.htm?id=634242819,,,,1,1,https://www.wrike.com/open.htm?id=634242835,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Roustan,IEACTCKNI4PZMV73,ENOE PV14,https://www.wrike.com/open.htm?id=529946619,PC,GAUBERTI Anansa,2022-02-01,,2022-10-27,,,,,,,,2025-10-27,,Obligation d'achat S21,2023-01-12,,2023-01-12,,2023-02-17,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=598457812,,,,1,1,https://www.wrike.com/open.htm?id=598457826,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=906802966,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928182492,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Trabesse-1,IEACTCKNI4P23UZV,ENOE PV15,https://www.wrike.com/open.htm?id=531485493,PC,CONGARD Kévin,2021-11-23,,2023-02-18,,,,,,,,2026-02-18,,Obligation d'achat S21,,,,,,,,,,,,,2,2,https://www.wrike.com/open.htm?id=753714143,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=901649601,,,,1,1,https://www.wrike.com/open.htm?id=901649618,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Scorsone,IEACTCKNI4P4GRSW,ENOE PV07,https://www.wrike.com/open.htm?id=532891222,PC,YVIN Camille,2021-01-20,2022-07-01,2021-11-16,,2022-11-07,,,,,,2024-11-16,,Obligation d'achat S21,2022-02-02,,2022-02-02,,2022-04-20,,2022-06-21,2022-08-08,,,2022-06-16,,1,1,https://www.wrike.com/open.htm?id=678956158,,,,1,1,https://www.wrike.com/open.htm?id=678955778,,,,1,1,https://www.wrike.com/open.htm?id=678956133,,,,1,1,https://www.wrike.com/open.htm?id=678956048,,,,1,1,https://www.wrike.com/open.htm?id=678956034,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=678956427,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=678956039,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=678956454,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=678956162,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=678956168,,,,1,1,https://www.wrike.com/open.htm?id=678956208,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Fournier-1,IEACTCKNI4P4ZB5A,ENOE PV07,https://www.wrike.com/open.htm?id=533497760,PC,YVIN Camille,2019-11-05,2022-04-14,2021-02-04,,,,,,,,2024-02-05,,Obligation d'achat S17,2021-04-13,,2021-04-13,,2021-07-13,,2021-09-03,2022-10-04,,,,,1,1,https://www.wrike.com/open.htm?id=533497958,,,,1,1,https://www.wrike.com/open.htm?id=533497861,,,,1,1,https://www.wrike.com/open.htm?id=533497959,,,,1,1,https://www.wrike.com/open.htm?id=533497832,,,,1,1,https://www.wrike.com/open.htm?id=533497835,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=533497841,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533497837,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533497966,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533497918,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533497916,,,,1,1,https://www.wrike.com/open.htm?id=533497914,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Fournier-2,IEACTCKNI4P42NUO,ENOE PV03,https://www.wrike.com/open.htm?id=533542542,DP,GAUBERTI Anansa,,,2020-11-05,,2022-04-11,,,,,,2023-11-05,,Obligation d'achat S17,2021-01-06,,2021-01-06,,2021-03-05,,2021-05-31,2023-02-10,,,,2022-08-10,1,1,https://www.wrike.com/open.htm?id=533542788,,,,1,1,https://www.wrike.com/open.htm?id=533542690,,,,1,1,https://www.wrike.com/open.htm?id=533542785,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533542608,,,,1,1,https://www.wrike.com/open.htm?id=533542613,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=533542651,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533542806,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533542765,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533542772,,,,1,1,https://www.wrike.com/open.htm?id=533542774,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1017055062,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Gras-E-1,IEACTCKNI4P43RK5,ENOE PV07,https://www.wrike.com/open.htm?id=533579101,PC,GAUBERTI Anansa,2020-06-05,2022-02-07,2021-02-23,,2022-10-03,2021-08-20,,,,,2024-02-24,,Obligation d'achat S17,2021-04-02,,2021-03-29,,2021-07-02,,2021-09-15,2023-02-14,,,2022-01-21,2022-12-26,1,1,https://www.wrike.com/open.htm?id=533579397,,,,1,1,https://www.wrike.com/open.htm?id=533579233,,,,1,1,https://www.wrike.com/open.htm?id=533579402,,,,1,1,https://www.wrike.com/open.htm?id=533579197,,,,1,1,https://www.wrike.com/open.htm?id=533579201,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=533579209,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533579203,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=701638399,,,,1,1,https://www.wrike.com/open.htm?id=701638403,,,,2,1,https://www.wrike.com/open.htm?id=701638407,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533579413,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533579317,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533579310,,,,1,1,https://www.wrike.com/open.htm?id=533579304,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=826837925,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Gras-E-2,IEACTCKNI4P44MNJ,ENOE PV07,https://www.wrike.com/open.htm?id=533606825,DP,GAUBERTI Anansa,2020-06-05,2022-01-28,2020-11-27,,2022-10-17,,,,,,2023-11-28,,Obligation d'achat S17,2021-04-02,,2021-03-22,,2021-07-02,,2021-09-15,2022-10-04,,,2022-01-21,2022-12-27,1,1,https://www.wrike.com/open.htm?id=533607162,,,,1,1,https://www.wrike.com/open.htm?id=533606955,,,,1,1,https://www.wrike.com/open.htm?id=533607154,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533606872,,,,1,1,https://www.wrike.com/open.htm?id=533606878,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=533606912,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533607210,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533607120,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=533607137,,,,1,1,https://www.wrike.com/open.htm?id=533607139,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
